text,label,class_name,LLM_label
"Buyer: Hi im interested in buying 
Seller: hi, nice! how do you like the listing price of 350? it's in great condition and i have taken good care of it
Buyer: Thats kind of high for me, would you be willing to sell it for 225.?
Seller: i was thinking about 250 plus i deliver to you, but 225 will work if you are picking it up from me
Buyer: Great! its a deal. I can come by now if thats ok 
Seller: sure",0,bike,
"Buyer: Hello I am interested in purchasing your iPhone 7. What condition is it in?
Seller: It is brand new in the box and it is unlocked. we have different colors too if you like
Buyer: I'm willing to pay $700 for it. For the price you are asking I could buy a new one at the store and get the warranty and insurance plans that come with it.
Seller: I am willing to go down a bit. And don't forget you don't need to pay tax if you get it from me. How about $750 and It's in your hand tomorrow?
Buyer: That sounds fair to me. You have a deal.
Seller: Thanks. Will see you tomorrow",5,phone,
"Buyer: Hi, I'm interested in the Jaguar you have for sale.
Seller: Hey so I see you're interested in my jaguar, it's in great condition.
Buyer: Excellent. It's 15 years old, though. Are you willing to work with me on the price?
Seller: Well it has some luxury items that still hold up today quite well. I can work with you a little bit, but not too much.
Buyer: I'm looking to pay about $2450 for it. I have a few other vehicles I have my eye on.
Seller: I can throw in a free air freshener if you can come up to $3200.
Buyer: Sorry, but that's a really expensive air freshener. The most I'm willing to pay is $2800. That's only 20% off your original asking price.
Seller: If you can meet me in the middle at $3000 we have a deal.
Buyer: OK, that's acceptable, but I still want the air freshener, haha.",1,car,
"Seller: Hello!
Buyer: Hey I am instrested in this item does it record videos as well?
Seller: Yes it does, it can shoot at 1080p. It's a really nice camera.
Buyer: Does it have a self timer on it where it takes photos on its own?
Seller: To be honest, I've never used the timer option on it, so I'm not entirely sure. The amount of time I used it was mainly for casual photography.
Buyer: Oh ok can you do 161?
Seller: $161 sounds like a reasonable offer, you have yourself a deal.",5,phone,
"Seller: Hello. Thanks for viewing the listing.
Buyer: You are welcome. Is the car a 5 speed?
Seller: No, it is automatic.
Buyer: Would you accept 17,500?
Seller: My listing is only for $13000...are you sure you don't want to go lower?
Buyer: Sorry, I thought it said 18,000, lol. Would you accept 6500?
Seller: Lol no problem. I can't go that low, but could you do $9000?
Buyer: I can do 8500
Seller: $8550 and we have a deal
Buyer: I will submit",1,car,
"Seller: Good afternoon. Are you interested in the Stanford phone case I'm selling?
Buyer: Yes, I am?  Will this also fit an iPhone 6?
Seller: Unfortunately, it will not. Apple changed the body size on the iPhone 6.
Buyer: That's ok.  I'm still interested.  What is the least you'll take for it?
Seller: If you're willing to pick it up today, I can take $8 for it. 
Buyer: Yes, I can do that and I accept that price.",5,phone,
"Seller: Hi
Buyer: Hello, I am interested in the poperty, does it come with any additional perks or features?
Seller: Well It has beautful appliances. was remodeled and parks up to 3 cars. It also has some nice patio furniture in back.
Buyer: Wow that sounds incredible, I am very excited, but the price is a little high for me, can you come down at all? 
Seller: I could be open to work on the price slightly.
Buyer: How about 3650 with the furniture included?
Seller: Could you do 3730?
Buyer: Well that is higher than I would like, would you be willing to cover utilities for 3 months at that price?
Seller: That is already a deal the utilities also would be too much. I would do it for 3700 with all the furniture.
Buyer: Deal",4,housing,
"Seller: Hi. You were interested in the Scion?
Buyer: Hi yes what is the mileage?
Seller: You can come by and see for yourself. The car's features are listed in the ad.
Buyer: I actually cannot see the mileage
Seller: I can send you some pictures later of the dashboard including the mileage. 
Buyer: OK I can offer 23100
Seller: It's much too low for the features I'm offering on this car. Phantasy Kolors completely disassembled this car and professionally painted this car.
Buyer: Interesting, ok I can come up to 27,000
Seller: This car is extremely custom, it's a one of a kind. I can't go below $30,000. I'll give you the warranty papers on all the work that was put in on it.
Buyer: I can meet you in the middle at $28,500
Seller: 29,500? I'll even come drive it to you.
Buyer: OK",1,car,
"Buyer: Hi, I am interested in the place
Seller: I'm glad to hear it. It's a great place. Do you have any questions about it before we get this lease signed/
Buyer: How nice is the area?
Seller: It's a very nice area with good school. It's close to shopping but not too close so that you won't be bothered by traffic sounds. A great perk is you wont' have to touch the yard. That will be done for you.
Buyer: Interesting. And it says a three pet minimum, correct?
Seller: That's 3 pets max and rent will increase based on the amount of pets you have. I'm asking $1857. Will you be bringing pets?
Buyer: No, no pets, but I might in the future. I can pay that much right now, with all the other expenses involved with moving. Can you drop it down to maybe $1200?
Seller: That's too low for this great home. I can drop it to $1600 for now and talk pets later when you're ready.",4,housing,
"Seller: Hi there, are you interested in the bike?
Buyer: Yes I am. What condition is the bike in? 
Seller: excellent condition, barely used at all.
Buyer: I see this bike is worth about $160 new, so your asking price is too high. 
Seller: I think you are mistaken this model is much more new. I am just asking $150.
Buyer: I just checked and it's the same exact model selling for $160 new on ebay and amazon. Used they are like $80, will you take 80?
Seller: no way, and like I said not possible for this model. I say take your chance on there if you like, sounds like a scam. I can come down slightly to 125 but that is it.
Buyer: It is definitely the same one with comments from buyers on amazon. Will you take 95?
Seller: I am wanting to get rid of this quickly but feel that is just too low, 115 is my final offer.
Buyer: We can meet in the middle that would be fair. 107",0,bike,
"Seller: Hello
Buyer: Hello
Seller: Are you interested in the bike?
Buyer: Yes. is it ready to ride?
Seller: It is. It is in great condition and is like new. 
Buyer: My budget is around $180 to $200 can you work with that? I can pickup & pay cash
Seller: How about 220 and I will bring it to you myself? I don't wanna go too low on the price. There are many interested buyers.
Buyer: I can't go over $200, I can be there right now
Seller: You know what, I understand. 200 it will be my friend.",0,bike,
"Buyer: Hello, how are you?
Seller: I am good are you interested in my bike it is lightly used U lock included I am asking $150",0,bike,
"Seller: hi this chair would be a nice work chair
Buyer: I noticed that! Are you the orginal owner?
Seller: yeah this is a size c herman miller very comfortable
Buyer: How old is it?
Seller: it's 1 year old how much are you willing to pay
Buyer: I was thinking $300 and I would pick it up today.
Seller: that's kind the range i was asking can you do $325
Buyer: Would you be able to bring the chair to me if we did $325?
Seller: yes sir 
Buyer: Okay!",3,furniture,
"Seller: Hello, what do you think of the watch
Buyer: I'm definitely interested in buying it, but I would like to know if you're willing to negotiate a few things first.
Seller: Sure, what did you have in mind?
Buyer: Does the watch have any defects that I should know about?
Seller: The watch is basically brand new.  It has normal wear for the 2 months that I have owned it.
Buyer: Sounds good. Alright then, does $140 sound good enough for you?
Seller: $140 sounds fine to me.  You've got a deal.",2,electronics,
"Seller: Hi!
Buyer: Hi how are you this morning. I would really like to convert my bicycle into a moped. 
Seller: doing well, thanks! This is a great kit for you then, it's a blast having this thing hooked up, no more peddling up hills!
Buyer: I only have $100 available. I could throw a great bottle of scotch into the deal. Interested?
Seller: you've got my attention, what kind of scotch?
Buyer: Johnny Walker Black
Seller: Thats pretty close to what I'm asking for this, can you come get it to save me $ on shipping?
Buyer: Do you live near me? I live in Boca Raton.
Seller: yeah, about 30 minutes away, do we have a deal, hundo bucks and unopened bottle of JWB?
Buyer: Deal. Ill put the offer in the submit box. Send me your address",0,bike,
"Buyer: HI!  How are you doing today?  I say you had a Fusion up for sale.
Seller: Hi, I am doing wonderful! Yes, it is up for sale! I would like $7995, but I am open to offers.
Buyer: Are you the original owner?
Seller: Yes, I am. 
Buyer: How many miles are on it?  Is it white?  It looks like it could be an off white possibly in the picture.
Seller: It has 76,000 miles, it is white. It has a couple minor scratches on it but it drives well and is in excellent condition. 
Buyer: I see the outside has a few minor scratches is the inside clean?
Seller: Yes, the inside is in excellent condition. 
Buyer: You said you are asking 7995?
Seller: Yes
Buyer: Would you be willing to take 7195 for it?
Seller: Yes, I think that would be a good deal. ",1,car,
"Buyer: Hello, i am interested in your TV console for sale
Seller: Great! It's in excellent condition.  I'd be happy to deliver it to you for a $20 fee
Buyer: I am capable of picking it up, but thanks. I do see that one of the drawers gets stuck, but are there any other scratches or dings on it at all?
Seller: No scratches at all, the door can be fixed too
Buyer: Would you be fixing the door or do I need to? 
Seller: If you pay the asking price, I'd be happy to fix the door for you.
Buyer: I can actually get a new one for that price, I was hoping you could come down some since I can pick it up, and I can fix the door as well. Would $150 be good?
Seller: If you fix the door and pick it up I can accept that!
Buyer: Great! ",3,furniture,
"Buyer: hello, how much for the car?
Seller: Im looking for around 10k for it. Its only got 28k miles and is very clean and in decent condition.
Buyer: I don't think I can wing that, but would you come down if I picked up and paid in straight cash, no check or other nosense?
Seller: Yeah I'd come down there for you no problem man. Ill even go easy on you and settle for 9500, we got a deal?",1,car,
"Buyer: Hello there!
Seller: Hello there
Buyer: I can see you are interested in this wonderful property, let me tell you a little about it.
Seller: Well I see you've done some checking and should be well aware why I'm selling this set for a fair price of 150
Buyer: Ah, so we have to type back and forth. Well the Valley Plaza Villages is centrally located in Pleasanton; which means quick access to all of the wonderful things in town. We have wonderful amenities as well! Unfortunately our list price was $2283. Maybe we can negotiate that down a little bit, say $2000?",3,furniture,
"Buyer: hello, has this package been opened?
Seller: Nope it is new never opened. It was my sons who doesn't need it
Buyer: gotcha, ill give ya $15
Seller: I could go 20 that's the most I will go
Buyer: all ive got is 17 cash, you sure you cant lower it to that?
Seller: 17 I can do ",5,phone,
"Buyer: Thank you!
Seller: Hi, are you interested in the bike?",0,bike,
"Seller: Hey there, I see you're interested in our Cherry Wood Sleigh Bed. 
Buyer: HI, can you tell me a little about the piece...it looks nice
Seller: Of course! Its made of Solid Cherry wood, with beautiful side slats. It can be used as so many different things, Buffet dresser, night stand, end table, kitchen table, kitchen hutch and sideboard lamps, and far more I can't list em all. I'm asking for $225 in cash for it, pickup only.
Buyer: Well i would need to rent a truck, could you take $100
Seller: That's far too little. This piece is very pristine and in very good quality. The lowest we could go is $175. We're sorry you need to find your own delivery, but it shouldn't cost much more than $10-$20, the Sleigh Bed isn't that big.",3,furniture,
"Buyer: Hello, I am interested in your sofa set!
Seller: It is a very high quality set. It has been kept in like new condition in a pet free and smoke free home.
Buyer: Sounds nice. I really want this set. Would you be willing to part with it for $650?
Seller: That is a little low. It is a luxury set. I could do $1000
Buyer: would you be able to deliver for that price?
Seller: Sure! I could deliver anywhere within the area
Buyer: Great, I can do $1000.",3,furniture,
"Buyer: Hi, how clean is this?
Seller: It's very clean. It was stored in the box
Buyer: Any dog bites on this?The last one I bought the guys dog chewed on the corners.
Seller: There are no dog bites. I do not have any pets.
Buyer: Would you be dropping off or should I pick it up?
Seller: You must pickup, although I might be willing to negotiate on that
Buyer: Well if I am picking up should I bring my small Honda Accord or bring my SUV?
Seller: The SUV is a better bet.
Buyer: ok, I offer you $225,but I am flexible .
Seller: I bought this system for a lot more than that. The system is in excellent condition. How about $500?
Buyer: That sounds more than fair,We got a deal. What time should I come by to pick it up?
Seller: Whenever is most convenient for you! I am flexible
Buyer: NOON",2,electronics,
"Seller: are you in the market for an apartment?
Buyer: Yes, I am.
Seller: I have a beautiful one bedroom apartment in Richmond, CA for only $1595
Buyer: That's great. I would like to rent it for $797.
Seller: Half the price? I'm sorry but I cannot accept that...You have a parking space, a fall bathroom and kitchen
Buyer: I can move in right away if I get it for 797.
Seller: I can't go lower than $1400, not with the perfect location
Buyer: I can sign a 3 year lease.
Seller: I'll lock in the price for you (rent typically increases over time) at $1400
Buyer: Can you lock it in at 1200?
Seller: Deal!",4,housing,
"Buyer: Hello there. Are you still selling the Mazda?
Seller: Yes the Mazda is still for sale.
Buyer: Excellent. How many miles does it have on it? Does it run good?
Seller: It has 113k miles on it and it runs good.
Buyer: Nice. Okay are you firm on the price or is there room to negotiate?
Seller: I can negotiate but serious offers only please.
Buyer: I see these Mazdas going for around 2200 for that mileage, would you take that price? 
Seller: That seems a little on the low side how about we do 2700?
Buyer: 2400 and I'll pay today in cash and take it off your hands.
Seller: 2500 and you have a deal.
Buyer: Okay that works for me!",1,car,
"Buyer: Can you tell me more about your bike?
Seller: It's a 2015 Crave Pro. It's in perfect condition and comes with lots of delicious features. Only ridden 100 miles. I'm asking $1100. 
Buyer: Would you accept $1000 cash and I will come get it myself?
Seller: I will take $1000 if you come and pick her up. i'll text you my address in just a moment. ",0,bike,
"Seller: Are you in the market for a new car?
Buyer: Hello I'm interested in your car.
Seller: It is almost at 100,000 miles, has new fluids, great shape no accidents, and great handling.  Do you have any questions on it? 
Buyer: Are the wheels semi-new?
Seller: Yes new tires and it has the sports package in this model. Heated seats, rollover protection, and ABS brakes.
Buyer: That's great. Now the blue book value of this car/model and age is 9000. Would you be willing to go to 9200 in cash? I can pick it up today if you are available.
Seller: Because of the added sports package and low mileage, I would take 11500 as lowest. I could deliver the car to your door.",1,car,
"Buyer: Hello!  I'm really interested in your apartment.  what is the asking price?
Seller: Hello! It's $2,698.
Buyer: Wow that seems a little steep.  Is this a good neighborhood?  What perks are offered with the apartment?
Seller: Yes it is! It's an end unit, so its quiet. It's got a patio, dishwasher, air conditioning, courtyard, fitness center, and wondow coverings. We offer a short term lease as well!",4,housing,
"Seller: Hello! Are you interested in the bike?
Buyer: Yes, is there anything wrong with it?
Seller: The bike itself is in fine condition. A few things were left out, though. There are no pedals, and a few other accessories are missing. 
Buyer: Given that information, the most I could offer is $1000
Seller: If you can give me at least $1500, I'll purchase all of those lost accessories and deliver the bike to you myself.
Buyer: Okay. I could do $1100, without the missing accessories and pick up the bike.
Seller: That sounds perfectly fine to me. It's a deal.",0,bike,
"Buyer: Hello, I am interested in the couch
Seller: alright! You will LOVE this couch. IT is super comfortable. I have gotten many compliments on it. And today is your lucky day, Im throwing in a free loveseat for the same price of $145 total.
Buyer: What color is the love seat? What condition is it in? 
Seller: excellent condition. it was in our spare room. the color is Latta, like a tan/beige color
Buyer: Perfect, I'll take bothfor $145
Seller: great thank you!",3,furniture,
"Buyer: Hello ,I want to buy your Schwinn bike! Is it in good shaep?
Seller: Yes actually it's old but it has been very well kept. Everything still works like new. 
Buyer: Thats good to hear. I really like the bike and I almost have enough for your asking price. Is $230 okay? I can come get it in 15 minutes
Seller: Well I already dropped the price like $20 on this so how about 240? Would that work for you? 
Buyer: That's great! I'll send my offer now",0,bike,
"Buyer: I am interested in this beautful townhome. 
Seller: What are you willing to pay
Buyer: I am a student and can't afford this much. I am willing to pay $3240
Seller: You realize it is located downtown?
Buyer: Yes I do, but I am only a student and can afford only this much. 
Seller: I am willing to go 3400.
Buyer: Okay that sounds a fair deal to me for what I am getting. Would you be willing to accept instalments though?
Seller: sure",4,housing,
"Buyer: hi
Seller: Hello
Buyer: i love this couch can you tell me some features
Seller: Oh sure! I have 4 available. They are all in mint condition. They have a 15"" seat height and sit on 7"" chrome legs! They are designer chairs.
Buyer: this chair rocks, it looks very comfortible however i would be willing to make a purchase if i can get a good deal on it
Seller: They are super comfy! Tell me what you are thinking for price..I cannot go too low, they are worth a lot.
Buyer: i'm willing to pay 475 if you would'nt mind
Seller: That is a little low, how about 500 and I can even drop them off for you.
Buyer: well i guess since you will drop off that will work for me whats a good drop off time",3,furniture,
"Buyer: Hello I'm interested in your tables
Seller: That's good to hear
Buyer: would you be willing to take $60?
Buyer: They are nice. I will pick up.  $70 is final offer. Thanks 
Seller: $80 is the lowest I can go
Buyer: okayc",3,furniture,
"Buyer: HI I am really interested in your theater seats for my home theater. How long have you owned them?
Seller: Only two weeks. My stupid wife decided she hated the colors, so we had to get a new set of cream white chairs in the exact same style. We only got to use these once >:(
Buyer: Haha. Sorry about that! So I am guessing then that they are in excellent shape?
Seller: Yes, they're practically new.
Buyer: Great, would you take 1600 for them if I pick them up? I have cash.
Seller: If you're willing to go up to $1700 I'll deliver them myself today. If you'll go up to $1800 I'll throw in the wife too.
Buyer: Well That is a great offer but I don't need a wife, love your sense of humor! I will take them for 1700 and am thrilled you can deliver them. See you later today!
Seller: Okay, I'll be by your house tonight :)",3,furniture,
"Seller: Hi are you interested in my aero bars?
Buyer: Good Morning!  That is a nice set you have.  I am interested but I have a question
Seller: Go ahead and ask away!
Buyer: My bike has 30.5 handle bars.  In the chance that they do not fit, would you accept a return?
Seller: Definitely!  Who wants a product they cannot use right?! Price is 30, do you want them?
Buyer: I do like them but would you accept 28?
Seller: Yes!",0,bike,
"Seller: Hello. Thanks for viewing the listing.
Buyer: Thank you I think this might work for me 
Seller: Great. Did you have any questions about it
Buyer: is it solid wood or pressboard, it looks like a veneer 
Seller: It actually is veneer, but it's in great condition. I'm asking $480 for it
Buyer: That seems really high for a non solid wood bedroom set with a damaged mirror, If I could afford all that I would...
Seller: I understand. What are you looking to pay?
Buyer: honesly I saw the photo first and thought it would be closer to my range... ideally I would pay $150
Seller: I can't go that low but I will work with you. Can you do $250?
Buyer: $225?
Seller: $230 and we have deal.
Buyer: I can work with that! Thank you!",3,furniture,
"Buyer: Hey there! I need a Casio Digital Piano. Is yours new and in good condition? What can you tell me about it?
Seller: It is close to new only had it a few months and in great condition It is a Celviano ap460 and retails for around 1400 for everything
Buyer: Oh sweet. It sounds nice! Could I stop by and pick it up in my truck for an even $300? Would that work for you?
Seller: well I do already have an offer for 330 but they want to come get it tomorrow and I really hate to sell it for less just to save a day
Buyer: I can pay $220 cash for it today, I'll be there in an hour to pick it up. What do you say? I really need it. Would help out a ton.",2,electronics,
"Seller: hello are you interested in my bike?
Buyer: yes
Seller: well I'm asking 80 but willing to negotiate
Buyer: is it in good condition?
Seller: it's in excellent condition!  my wife used it for less than 3 months then decided she wanted a hybrid bike
Buyer: I was thinking maybe 72
Seller: 75 and you pick it up
Buyer: okay
Seller: great we have a deal!",0,bike,
"Seller: Hi.
Buyer: Hello. How old is this frame?
Seller: I'm selling a mirror.",3,furniture,
"Buyer: Would you accept 1800/mo with weekend on/call services of a handyman up to 10 hr/ month?
Seller: I could accept 1870 per month
Buyer: 1870/mo.  Let's call it a deal",4,housing,
"Seller: Hello, Are you interesting in buying my 1973 Datsun 620. It is very good reliable car.
Buyer: Hi there. Yes, can you tell me about its condition?
Seller: I've had repairs done to the car such as, removed and cleaned the gas tank, replaced all fuel hoses and water hoses and they have good Nissan Titan wheels
Buyer: Hmm. Okay. I see you've listed it for 3400, but for a car this old that seems rather high to me. Is there any chance you could go down to 1300?
Seller: How about 2,800
Buyer: That's still too high for me. 1600?
Seller: I could install other parts such as the original seat and I'd sell it to you for 2,400
Buyer: 2200, provided you have a mechanic check it out for me. 
Seller: Okay. Deal",1,car,
"Buyer: Hey if I pay for my own utilities, will you take $1400 a month?
Seller: That's a little low, it's in an upper scale area and worth a bit more than that.
Buyer: Ok how about 1900?
Seller: How about 2100 and I throw in a free bottle of wine each month?
Buyer: Deal!
Seller: Great 2100 it is, thank you.
Buyer: thank you",4,housing,
"Buyer: howdy. s7 eh?  400 is kinda steep price for a used s7
Seller: It is slightly used. Still under warranty. ",5,phone,
"Seller: Hi. Are you interested in the POS computer and set?
Buyer: I am. It looks really nice. But, since it is used I was looking to pay around 160 for it. How does that sound?
Seller: I am afraid $160 is rather low for the condition it is in. It works perfectly! The cc swiper has never even been used.
Buyer: I understand that. But it is used, not brand new. So there are still some risks to buying it for me. I can go up to 180, but that is as high as I will go.
Seller: I will accept $180. I feel as if that is a fair deal.",2,electronics,
"Buyer: Hello. I am interested in this vehicle. How is thetransmission?
Seller: It is an automatic and in good workin order, never had a problem with it
Buyer: Ok great. When's the last time it had a tune up?
Seller: umm I think it was at 125,000 miles... I know that sounds like a lot but it is in really good condition
Buyer: I would like to offer you $4450.
Seller: that's too low... like I said it is in good shape and is loaded. I can go down to 8500 but that is pushing it
Buyer: $8500 is too high for mate. The highest I can go is $6500 but after that I won't budge.
Seller: tell you what I can meet you in the middle at 7500
Buyer: Sorry but like I said I'm soldi at $6500.
Seller: it has a trailer that I can throw in, since I won't need it anymore. I can sell you both for 7500
Buyer: A trailer you say? What's the condition?
Seller: it is a flatbed trailer decent condition no rust on damage bought it brand new for 1500
Buyer: Alright you got yourself a deal friend. $7500",1,car,
"Seller: hi i see you are interested in the home i have listed!
Buyer: Yes, I am, isit pet friendly?
Seller: It is very pet friendly, we even have a dog and cat walking club saturday mornings! how does that sound to you
Buyer: Oh wow , how lovely... and is parkign included?
Seller: Yes it is, would you be willing to pay the full 1900 for this?
Buyer: I was hoping to make a deal, say $1500.
Seller: How about 1750 and I waive the safety deposit fee for 2 months?
Buyer: that sounds fair enough to me.",4,housing,
"Seller: Hi, are you interested in the car
Buyer: Yes, can you tell me how the interior of the car is?
Seller: Its in good shape. Normal wear, but nothing major.
Buyer: Awesome! I am interested. Could you meet me halfway?
Seller: I could maybe do 3000
Buyer: If I drove to you with cash could you go $3100?
Seller: Yes, I could!
Buyer: Okay! Deal!",1,car,
"Seller: Hello. Are you interested i my theater seats
Buyer: How long have you had the seats?
Seller: I've had them for a little over a year. 
Buyer: Hello, yes I am.",3,furniture,
"Buyer: Hi, I am very interested in this car!
Seller: Excellent. It is in very good shape for its age. I'm looking to sell it for $4200.
Buyer: I am worried that I will have to replace the fan, and it will be expensive. Would you be willing to take $3750?
Seller: That's an acceptable offer, if you're able to pay for it within the next 48 hours.
Buyer: I can do it today, if you can deliver it to me.",1,car,
"Buyer: Hi, I understand the bike will need some work done.
Seller: Hello, yes but it just needs a new chain and some air in the tires.. I do not believe there is anymore damage as its just been sitting at my mothers house
Buyer: Oh alright. Considering the chain and tires need work done, I'm willing to pay $42
Seller: Can we meet at $50 and we have a deal?
Buyer: It's going to cost me $10 for the tires alone
Seller: Ok, well I can't do less than $45, I had it for $60
Buyer: Alright $45 will work. Thanks",0,bike,
"Buyer: I'm interested in the Privateer you're selling.  What can you tell me about it?
Seller: It's in mint condition with little use, only a few scratches. Very collectible. 
Buyer: How are the tires and brakes?
Seller: It has XT shifters and a brake lever combo
Buyer: I'm interested.  Would you be willing to take $200 for it?  I can pick it up today with cash in hand.
Seller: $350 Is the asking price, the bike is in mint condition with an upgraded Judy fork. If be willing to deliver it. 
Buyer: I can't do $350.  The rods went out on my car, and I'm looking for a bike to ride to and from work to get it fixed.  I can go $250 if you throw in a helmet.
Seller: 325 is what I can go to, I bought this bike from original. Gas is expensive too if I'll be delivering it to you. 
Buyer: I need the bike.  I guess I'll find a way to come up with the cash to buy it.  ",0,bike,
"Seller: Hello
Buyer: Hi!
Seller: Were you interested in the RED 21 speed bicycle that is for sell?",0,bike,
"Buyer: Hey, I'm looking for a new phone. I really want an S8 Edge, but this is just slightly out of my price range, think you could knock down the price a little?
Seller: I could maybe go down a lower, but not much. This is a pretty good price already. 
Buyer: How did you get this brand new? Did you steal it? 
Seller: No I got it through my work, not stealing. 
Buyer: Are you willing to ship it, or will I have to pick it up?
Seller: I can ship it or you can pick it up for cheaper. 
Buyer: How does $600 shipped sound? 
Seller: As long as you pay for shipping I can do that. 
Buyer: Fine.",5,phone,
"Seller: Hi, are you interested in renting this property? I'm asking $3200 
Buyer: Yes.. I am thinking about getting a a house. Is it near all the stores and groceries?
Seller: Yes, it's very conveniently located in a great neighbourhood.
Buyer: Great. It looks nice from the outside. Has it been updated?
Seller: Yes it was completely remodeled recently. Everything is brand new.
Buyer: Wow.. nice. Can you go lower like $2800?
Seller: I could go down to 3000. It's in an awesome neighbourhood right near Alamo and the BART.
Buyer: How about $2900 and I will rent it for at least 2 years
Seller: $2950 and you've got yourself a deal 
Buyer: Great! thanks!",4,housing,
Seller: this would be lovely in home must type to pay ,3,furniture,
"Seller: Hi! I have this greaty system here for sale. Perfect for any room. I will deliver to your doorstep for $175
Buyer: Hi! Is it in good condition?
Seller: excellent condition, never taken out of the box!
Buyer: great! what color is that?
Seller: its a dark dark brown.
Buyer: great! It will match my other furniture. Can you go lower? like $130?
Seller: Lowest I can go is 160
Buyer: awww.. not even 155?
Seller: sure.
Buyer: Ok great. Thanks",3,furniture,
"Buyer: Hello, I am interested in your apartment for rent. 
Seller: what price range
Buyer: You currently have it listed for $2253 a month. I am looking for less rent in exchange for a longer lease. I am prepared to sign up to a 3 year lease for $1400/month. I have excellent credit and rental history. 
Seller: ok that's sounds like a deal how many bedrooms
Buyer: The rental I would like to buy\rent is a two bedroom. Are you the seller of this unit? Or are you looking for a unit that I have described? 
Seller: im the seller  i have the place at 6000 sun hill circle
Buyer: Excellent! That is the one I would like. I am even willing to forgo the free months rent, with a three year lease, as long as I can get it for $1400/month. 
Seller: i cant do the 1400 a month i can get you in for the 2300
Buyer: For a 3 year lease? Excellent credit and rental history? and only a discount of $53? You can do better than that. What if I went up slightly, to $1500? I would not have to have the free months rent. It would be guaranteed $1500 a month for three years. 
Seller: i can do it for 1800 is the lowest
Buyer: I think that is fair. We have a deal!
Seller: meet me in the afternoon tomorrow thanks",4,housing,
"Seller: hello 
Buyer: Hello I am interested in your car however I'm just going to be honest with you I believe the price is a little high and I don't want to waste your time are you negotiable ?
Seller: Yes of course 
Buyer: Ok well I am going to tell you my bottom line is 40,000",1,car,
"Buyer: Hi! I am looking for a living room set. Do you still have it?
Seller: I sure do. It is a really great furniture set, I hate to part with it.
Buyer: Well, happy wife makes happy husband, right?
Seller: That's what they claim. One day I might know for sure. If you are interested, I can probably deliver this bad boy for you at no extra cost.
Buyer: Any stain or tears?
Seller: It has some light staining. Life, ya know. You can barely even see it, especially if you leave the pillows in place. Those come with it too.
Buyer: That is nice. Will you accept $385?
Seller: Wow! That's lower than I was expecting. I will go 475 and still deliver it, and include those poofy decorative pillows. Plus, I have some scotchguard I can spray on it.
Buyer: Sorry.. low budget.. How about I put 450? That is the best i can do
Seller: I guess that is resonable. 
Buyer: Thank you!",3,furniture,
"Buyer: Hi is the alarm clock radio still avaiable?
Seller: Hello, yes it is
Buyer: Ok sweet. From the photo, it still looks new in the box. Is it?
Seller: Yes, it is new I just opened it to try it
Buyer: Great! Would you be willing to take $10 if I drive and come pick it up from you today?
Seller: Yes . We have a deal. Thank you
Buyer: Thanks",2,electronics,
"Seller: Hi there! 
Buyer: Hello I was interested in purchasing your Salsa Fargo, I seen you are asking $1000, Would you be willing to go any lower on this bike? 
Seller: Yes I am open to negotiation. Give me a price!
Buyer: Well I was reading over your description, I see that you have 1300 miles on this particular bike, It also has all the stock parts correct? I would be willing to come $500 first thing tomorrow and pick it up. It is going to need alot of work on it to make it top notch again.
Seller: that's half of what I am asking. I can give it to you for $800. I need cash to even buy a new one for myself. That's how I can do it. I can't go that low. This bike is worth a lot more than what I am asking for it. 
Buyer: Lets meet in the middle then, Ill do 750. 
Seller: Okay its not like 50 dollars is gonna get me a brand new bike. Okay then deal!",0,bike,
"Buyer: Hello. I'm interested in buying the bed. How old is the bed? Is it soft or firm?
Seller: The bed was used for about a year, so it's still in good condition. It's medium firm.
Buyer: Understood. Would you be willing to accept $50 for it?
Seller: That's a lot lower than I think it's worth. Would you do $90?
Buyer: I can't pay $90 for it. Would you be willing to accept $70?",3,furniture,
"Buyer: Is this clean? Any wear?
Seller: Yes it is very clean and it is in great condition. 
Buyer: How are the tires?
Seller: The tires are a little worn down, but they are still very good.
Buyer: Thanks. I will make you a fair offer now.",0,bike,
"Buyer: Hello!
Seller: selling for 3000
Buyer: 3000 is a little steep. lets drop it down a bit. 
Seller: how about the 2900
Buyer: i can do 1400 without utilities
Seller: thats under half poor cost ilose all the way around
Buyer: well lets meet somewhere closer then how about 1700 with utilities. 
Seller: it would have to be no lesser than 2500 with all barriers covered
Buyer: 2500 is way too high. thats only 500 less. im sure you can get it lower. lets do 1950 solid. 
Seller: we all lose on that price 2200
Buyer: 2000 with all bases covered. i lose more than you lose. 
Seller: deal",4,housing,
"Buyer: Can you tell me what kind of shape this set is in?
Seller: It is in great shape. They will last a long time. Looks just like the picture. Any other questions?
Buyer: How old is it?
Seller: It's new
Buyer: well I see that some of the stitching on the chairs needs to be redone.  Will you take $1000 cash if I come get it today?
Seller: Sure, I'll accept that. Sounds good to me.
Buyer: Great thank you",3,furniture,
"Buyer: Hey, I'm really interested in the tuner and accessories, but $200 is too high.
Seller: Hello . I am open to negotiating the price. Do you have any questions about the item..
Buyer: Yes, it looks dirty and in bad condition. Is there anything wrong with it?
Seller: I know right, what a terrible photo. It is really in excellent condition and it sounds great.",2,electronics,
