inter_id,user_id,item_id,timestamp,rating,emo_pre_valence,emo_pre_arousal,emo_post_valence,emo_post_arousal,duration,rec_type,time_period,weather_type,pressure,temperature,humidity,longitude,latitude,speed,hr_mean,hr_std,intensity_mean,steps_sum,activity_dominant,activity_label,valence,energy,general_genre,music,singer,mood_bucket,mood_bucket_id,time_label,weather_label,hr_level,valence_shift,arousal_shift
211,9,3,1626599956,4,-0.09725,0.338,0.2894318938578966,0.1690487167665591,227.0,Rand,2,2,1003,27,83,2875132.499,34758.69336679121,0.2,-7.261692746745339,11.30394473919024,13.3,28.0,4,Lying,,,,,,unknown,,Afternoon,Cloudy,Low HR,0.3866818938578966,-0.1689512832334409
212,9,936,1626623641,2,0.502,0.38675,0.0691562932226832,-0.0922083909635776,199.0,GCN,3,2,1004,24,98,2875132.499,34758.69336679121,0.2,-15.478359413412003,4.326147888775366,3.3333333333333335,0.0,4,Lying,0.324,0.634,rock,Shine On,The Kooks,sad-melancholic,3.0,Evening,Cloudy,Low HR,-0.4328437067773168,-0.47895839096357756
213,9,17,1626659429,4,0.48675,-0.4125,0.4840940525587829,0.186978126120588,322.0,Rand,1,0,1005,24,98,2875101.9680000013,36696.484021590695,0.0,24.921640586587994,12.849600080244606,67.03333333333333,517.0,1,Act→Still,0.919,0.815,country,Can't Let Go,Lucinda Williams,happy-energetic,0.0,Morning,,Mid HR,-0.0026559474412171102,0.5994781261205879
214,9,421,1626667955,3,0.53025,-0.43275,0.5763024435223606,-0.4149377593360996,195.0,WD,1,2,1005,25,93,2874970.3740000003,35092.27821839103,0.53,8.388307253254661,7.31685016221436,21.466666666666665,0.0,1,Act→Still,,,,,,unknown,,Morning,Cloudy,Mid HR,0.0460524435223606,0.017812240663900414
215,9,875,1626676781,3,0.34325,0.0435,0.1921008145074536,-0.1997848470877516,215.0,GCN,2,0,1005,28,77,2875058.279999999,34795.46904199116,0.61,7.604973919921325,18.212081358466616,35.766666666666666,116.0,1,Act→Still,0.148,0.297,alternative,Sullen Girl,Fiona Apple,sad-melancholic,3.0,Afternoon,,Mid HR,-0.1511491854925464,-0.2432848470877516
216,9,793,1626687748,3,0.3535,-0.251,0.4661646432047539,-0.0717176374161159,476.0,Rand,2,1,1004,30,75,2874620.843000001,36687.616270390994,1.26,-6.578359413412005,7.881130770531741,9.666666666666666,0.0,4,Lying,0.0757,0.287,rock,Bala Bay Inn,Valley of the Giants,sad-melancholic,3.0,Afternoon,Clear,Low HR,0.11266464320475394,0.17928236258388408
217,9,517,1626701823,3,-0.25875,0.3535,0.3713949080477435,-0.1536806516059628,160.0,GCN,3,1,1004,25,90,2874620.843000001,36687.616270390994,1.26,-11.94502608007867,5.657934448385048,2.6333333333333333,0.0,4,Lying,0.8370000000000001,0.7340000000000001,country,Home For A Rest,Spirit of the West,happy-energetic,0.0,Evening,Clear,Low HR,0.6301449080477435,-0.5071806516059628
218,9,872,1626710391,4,-0.128,-0.65825,0.5558116899748989,-0.1280672096716356,174.0,WD,3,0,1005,25,90,2874620.843000001,36687.616270390994,1.26,-0.09502608007867461,23.41049740797681,32.3,94.0,0,Still,0.573,0.868,hip-hop,Oh Timbaland,Timbaland,tense-dark,2.0,Evening,,Low HR,0.6838116899748989,0.5301827903283645
219,9,174,1626773071,3,0.5045,-0.26375,0.5173915270734082,-0.1921008145074536,201.0,WD,2,0,1005,29,75,2874545.9300000006,36408.93778239078,0.0,-3.978359413412006,3.7725617585696622,0.0,0.0,4,Lying,0.8590000000000001,0.53,jazz,Crossfire,23 Skidoo,calm-relaxed,1.0,Afternoon,,Low HR,0.012891527073408238,0.0716491854925464
220,9,820,1626788044,2,0.5685,0.4355,0.5327595922340045,0.0947697351570104,140.0,GCN,3,2,1006,24,94,2875250.427,34694.928157591065,0.0,-13.211692746745337,3.6619666847201113,0.7333333333333333,0.0,4,Lying,0.237,0.976,electronic,Riverside,Sidney Samson,tense-dark,2.0,Evening,Cloudy,Low HR,-0.03574040776599552,-0.3407302648429896
221,9,928,1626830095,3,0.315,-0.26125,0.3047999590184929,-0.2125915680549152,286.0,WD,1,1,1007,27,86,2874648.007,36495.855325190816,0.0,12.471640586587997,9.545926996485058,38.86666666666667,114.0,1,Act→Still,,,,,,unknown,,Morning,Clear,Mid HR,-0.010200040981507119,0.04865843194508479
222,9,720,1626838448,3,0.0205,-0.71725,0.0819630141898468,-0.4149377593360996,283.0,Rand,1,1,1007,28,79,2874516.390000001,36401.99920679093,0.0,-2.0616927467453396,11.94961645130643,20.933333333333334,46.0,0,Still,0.359,0.563,new age,Knocking On Forbidden Doors,Enigma,sad-melancholic,3.0,Morning,Clear,Low HR,0.0614630141898468,0.30231224066390044
223,9,588,1626845981,1,0.228,-0.5379999999999999,-0.1895394703140208,-0.2561344193432713,169.0,WD,2,1,1007,28,81,2874519.947,36426.62319079077,0.0,11.388307253254663,15.623616975828849,55.7,704.0,2,Walking,0.8690000000000001,0.447,hip-hop,Graduation Day,Kanye West,calm-relaxed,1.0,Afternoon,Clear,Mid HR,-0.41753947031402083,0.2818655806567286
224,9,100,1626858118,5,-0.443,-0.2665,0.0,-0.0896470467701449,184.0,GCN,2,2,1005,27,91,2874515.034000001,36420.10874439121,0.0,-6.49502608007867,3.1845547395026657,0.0,0.0,4,Lying,0.604,0.371,pop,New Soul,Yael Naïm,sad-melancholic,3.0,Afternoon,Cloudy,Low HR,0.443,0.17685295322985511
225,9,676,1626879910,5,0.59175,0.023,0.5148301828799755,0.4584806106244558,259.0,Rand,3,1,1007,24,94,2874532.003,36350.61055519051,0.62,-18.261692746745336,3.040696192212127,5.233333333333333,0.0,2,Walking,0.74,0.936,pop,My Happy Ending,Avril Lavigne,happy-energetic,0.0,Evening,Clear,Low HR,-0.07691981712002449,0.43548061062445576
226,9,716,1626923588,3,-0.07675,0.2305,-0.0742789816095487,0.6813175554531019,192.0,WD,1,1,1006,25,94,2874514.2360000005,36395.05840479089,0.0,24.854973919921328,27.026509619671977,80.86666666666666,532.0,1,Act→Still,0.903,0.605,other,Te Extraño,Xtreme,calm-relaxed,1.0,Morning,Clear,Mid HR,0.0024710183904513017,0.45081755545310187
227,10,597,1626497806,4,0.53875,0.054,0.5927682276229994,0.3881220538007735,207.0,Rand,2,0,1004,27,86,2874744.2000000007,36669.54792119096,0.64271821,10.57896266073195,16.219923733665514,44.0,194.0,0,Still,0.564,0.866,rock,Swim,Surfer Blood,tense-dark,2.0,Afternoon,,Mid HR,0.05401822762299946,0.33412205380077353
228,10,529,1626500058,4,-0.7386080296572295,0.7103809711989915,0.087033430246234,0.2399299968950236,212.0,WD,2,2,1004,27,82,2874743.8000000003,36669.21396119101,0.14271821,9.778962660731953,7.003603569803402,24.4,0.0,0,Still,0.792,0.948,hip-hop,Where The Hood At,DMX,happy-energetic,0.0,Afternoon,Cloudy,Mid HR,0.8256414599034635,-0.4704509743039679
229,10,923,1626510736,5,0.99975,-0.2375,0.7974144014452255,0.2752138199678212,131.0,GCN,2,2,1003,28,74,2874743.8000000003,36669.21396119101,0.14271821,-3.721037339268046,6.658745293888998,15.033333333333333,0.0,0,Still,0.8170000000000001,0.613,other,Metric Lips,The New Grass Revival,calm-relaxed,1.0,Afternoon,Cloudy,Low HR,-0.20233559855477457,0.5127138199678212
230,10,826,1626517015,4,0.55975,-0.54325,0.7950621465737057,0.0117612743575991,225.0,Rand,2,1,1003,26,93,2874803.200000001,36002.29584119083,0.64271821,-19.18770400593472,2.1406125810669763,0.1,0.0,4,Lying,0.922,0.883,rock,Lazy Jane,STEVE CAMP,happy-energetic,0.0,Afternoon,Clear,Low HR,0.2353121465737057,0.5550112743575991
231,10,576,1626525640,3,-0.21875,0.193,-0.0588063717879959,-0.0305793133297579,162.0,GCN,3,1,1003,25,95,2874745.100000001,36669.99320119063,0.14271821,-16.02103733926805,4.589722819033362,8.333333333333334,0.0,4,Lying,0.7929999999999999,0.354,other,Chapel Of Love,The Dixie Cups,calm-relaxed,1.0,Evening,Clear,Low HR,0.15994362821200409,-0.2235793133297579
232,10,843,1626531466,3,0.55525,-0.53625,0.5151438168628447,-0.218759703051345,259.0,WD,3,0,1004,24,96,2874763.4000000004,36657.525361191256,0.14271821,-19.321037339268052,3.311553848103468,6.433333333333334,0.0,4,Lying,0.961,0.639,hip-hop,Mia,"DJ Khaled,Lil Wayne",calm-relaxed,1.0,Evening,,Low HR,-0.040106183137155305,0.317490296948655
233,10,917,1626578205,3,0.68925,-0.30575,0.4539851902033289,-0.2705093102247815,108.0,WD,1,2,1005,24,99,2874744.600000001,36669.54792119096,0.5311784,-1.587704005934713,10.019462541954516,27.133333333333333,214.0,0,Still,0.936,0.892,hip-hop,Tokyo Drift,Teriyaki Boyz,happy-energetic,0.0,Morning,Cloudy,Low HR,-0.23526480979667114,0.03524068977521855
234,10,517,1626579251,5,-0.7340000000000001,0.43525,0.1481920569057498,-0.0188180389721587,179.0,GCN,1,2,1005,24,99,2874744.600000001,36669.54792119096,0.0,5.578962660731954,12.924739412803993,43.5,587.0,0,Still,0.8370000000000001,0.7340000000000001,country,Home For A Rest,Spirit of the West,happy-energetic,0.0,Morning,Cloudy,Low HR,0.8821920569057499,-0.45406803897215875
235,10,427,1626586512,3,0.48925,-0.381,0.5104393071198051,-0.0164657841006388,132.0,WD,2,1,1004,25,96,2875866.7,34501.0343211908,0.5311784,26.195629327398613,17.990159347080095,108.36666666666666,1939.0,2,Walking,0.816,0.746,hip-hop,Industrial Revolution,Immortal Technique,happy-energetic,0.0,Afternoon,Clear,Mid HR,0.0211893071198051,0.3645342158993612
236,10,132,1626594889,4,-0.033,-0.45175,0.745664794271789,0.0588063717879959,122.0,Rand,2,1,1003,28,81,2874744.100000001,36669.32528119073,1.0311784,11.162295994065285,7.659948747531854,43.9,154.0,0,Still,0.3329999999999999,0.698,rock,Somebody To Love,Queen,tense-dark,2.0,Afternoon,Clear,Mid HR,0.778664794271789,0.5105563717879958
237,10,114,1626597244,4,0.50575,0.5105,0.8962091060490587,0.4892690132761266,286.0,WD,2,1,1003,28,79,2874761.3000000003,36659.41780119122,0.694675,2.678962660731954,5.552752070420176,21.266666666666666,41.0,0,Still,0.847,0.731,hip-hop,Smoke Buddah,Redman,happy-energetic,0.0,Afternoon,Clear,Low HR,0.39045910604905865,-0.021230986723873357
238,10,873,1626599818,2,0.607,-0.428,0.4986780327622059,0.1881803897215871,117.0,Rand,2,2,1003,27,88,2874951.547299557,35590.26733694668,0.9854427,8.54562932739862,5.981081284628502,28.5,96.0,2,Walking,0.191,0.989,rock,Ty Cobb,Soundgarden,tense-dark,2.0,Afternoon,Cloudy,Mid HR,-0.10832196723779408,0.6161803897215871
239,10,126,1626621636,4,0.97375,-0.40925,0.8609252829762611,0.028227058458238,534.0,GCN,3,1,1005,24,98,2874498.0000000014,35652.973681190844,0.4728236,-12.804370672601385,5.896326540030383,10.4,0.0,4,Lying,0.9,0.75,rnb,Days Like These,The Cat Empire,happy-energetic,0.0,Evening,Clear,Low HR,-0.11282471702373886,0.437477058458238
240,10,863,1626658471,4,0.55525,-0.57625,0.7856531270876262,0.0611586266595158,247.0,Rand,1,0,1005,24,98,2874743.1000000006,36668.323401190886,0.4728236,1.212295994065287,5.36683919667461,19.433333333333334,0.0,0,Still,0.278,0.909,pop,Life In Technicolor Ii,Coldplay,tense-dark,2.0,Morning,,Low HR,0.23040312708762622,0.6374086266595158
241,10,513,1626672013,4,0.49875,-0.48225,0.6986196968413922,-0.072919901017115,167.0,GCN,2,0,1005,26,91,2874724.2327506356,36731.93040396561,1.0368285,12.545629327398615,12.623655043871668,35.5,444.0,0,Still,,,,,,unknown,,Afternoon,,Mid HR,0.19986969684139222,0.409330098982885
242,10,987,1626689022,5,0.5175,-0.5245,0.7197899906850708,-0.0517496071734364,124.0,GCN,2,0,1004,28,83,2874724.2327506356,36731.93040396561,1.0368285,-11.513894482125192,10.768865216441638,11.866666666666667,0.0,4,Lying,0.7759999999999999,0.67,pop,What's So Bad About Feeling Good,Wang Chung,happy-energetic,0.0,Afternoon,,Low HR,0.2022899906850708,0.47275039282656356
243,10,707,1626705075,5,0.7785,0.63275,0.9197316547642572,0.7080287163274716,172.0,Rand,3,0,1005,26,89,2875910.1,34619.81276119069,1.5368285,-17.337704005934718,2.7105418345852987,4.8,0.0,4,Lying,0.521,0.98,rock,The Good Left Undone,Rise Against,tense-dark,2.0,Evening,,Low HR,0.14123165476425725,0.07527871632747152
244,10,174,1626752033,3,0.37625,-0.76925,0.4939735230191662,-0.6703926383831541,162.0,WD,1,0,1007,27,79,2878007.7000000007,33502.93920119069,0.039518937,4.99562932739862,10.367899176464503,34.2,297.0,1,Act→Still,0.8590000000000001,0.53,jazz,Crossfire,23 Skidoo,calm-relaxed,1.0,Morning,,Low HR,0.11772352301916622,0.09885736161684588
245,10,156,1626765349,4,0.61625,0.014,0.5339618558350034,0.2281687225374244,118.0,GCN,2,0,1006,29,71,2875520.0,36552.327961191084,0.7628672000000001,1.7789626607319537,5.068420748999523,16.9,0.0,0,Still,0.597,0.858,rock,Someday,Nickelback,tense-dark,2.0,Afternoon,,Low HR,-0.08228814416499652,0.2141687225374244
246,10,928,1626772064,4,0.7785,-0.4915,0.8209369501604239,-0.174066860492468,193.0,WD,2,0,1005,30,73,2877932.5,33440.26604119073,0.88085514,-12.154370672601384,4.3381597054084615,11.733333333333333,0.0,4,Lying,,,,,,unknown,,Afternoon,,Low HR,0.042436950160423925,0.317433139507532
247,10,720,1626779790,2,0.8985,0.08475,0.4563374450748488,-0.1881803897215871,341.0,Rand,3,1,1005,28,80,2874841.1487987298,36696.16556430057,0.9930863,-15.121037339268051,2.102511725426414,2.0,0.0,2,Walking,0.359,0.563,new age,Knocking On Forbidden Doors,Enigma,sad-melancholic,3.0,Evening,Clear,Low HR,-0.44216255492515116,-0.2729303897215871
248,10,936,1626792595,4,0.494,-0.57625,0.5951204824945193,0.072919901017115,273.0,GCN,3,0,1006,24,97,2874765.2,36656.30084119119,1.4820482,-9.221037339268047,6.254775952999613,1.4,0.0,4,Lying,0.324,0.634,rock,Shine On,The Kooks,sad-melancholic,3.0,Evening,,Low HR,0.10112048249451933,0.649169901017115
249,10,676,1626795798,5,0.72675,0.0495,0.8209369501604239,0.4398716609742099,268.0,Rand,3,1,1006,24,98,2874765.2,36656.30084119119,0.9820482,-16.67103733926805,8.033195019556182,3.2333333333333334,0.0,2,Walking,0.74,0.936,pop,My Happy Ending,Avril Lavigne,happy-energetic,0.0,Evening,Clear,Low HR,0.09418695016042389,0.3903716609742099
250,10,588,1626837603,3,0.6845,0.581,0.5080870522482852,-0.5033825425052456,185.0,WD,1,1,1007,27,82,2874765.3,36656.96876119108,0.9820482,1.2456293273986203,5.465785836896175,16.366666666666667,0.0,0,Still,0.8690000000000001,0.447,hip-hop,Graduation Day,Kanye West,calm-relaxed,1.0,Morning,Clear,Low HR,-0.1764129477517148,-1.0843825425052456
251,10,946,1626846004,1,0.868,0.0895,0.2846228394539005,-0.3175544076551783,125.0,Rand,2,1,1007,28,81,2874765.8000000003,36657.41404119075,1.3346072,40.76229599406528,17.172887222466567,104.1,2008.0,2,Walking,0.249,0.858,metal,Ride The Lightning,Metallica,tense-dark,2.0,Afternoon,Clear,Mid HR,-0.5833771605460996,-0.4070544076551783
252,10,100,1626857207,5,0.49625,-0.5670000000000001,0.8115279306743445,0.0047045097430396,157.0,GCN,2,2,1005,27,92,2874765.8000000003,36657.41404119075,1.3346072,-0.12103733926804618,8.983070497082585,21.6,0.0,0,Still,0.604,0.371,pop,New Soul,Yael Naïm,sad-melancholic,3.0,Afternoon,Cloudy,Low HR,0.31527793067434445,0.5717045097430397
253,10,898,1626918631,3,0.6375,0.13875,0.6750971481261938,-0.1176127435759919,333.0,GCN,1,1,1006,25,97,2875311.2,34887.76000119126,0.3297256,6.362295994065287,16.23534952115519,31.633333333333333,220.0,0,Still,0.5589999999999999,0.574,electronic,D Song,Bonobo,sad-melancholic,3.0,Morning,Clear,Low HR,0.03759714812619386,-0.2563627435759919
254,10,17,1626925334,5,0.708,-0.0069999999999999,0.7715395978585072,0.028227058458238,368.0,Rand,1,2,1006,26,93,2874762.3000000003,36658.972521190764,0.0,1.978962660731953,7.3992885400875466,34.733333333333334,75.0,1,Act→Still,0.919,0.815,country,Can't Let Go,Lucinda Williams,happy-energetic,0.0,Morning,Cloudy,Low HR,0.06353959785850727,0.0352270584582379
255,10,418,1626938239,4,0.40225,-0.5905,0.7621305783724278,0.1317262728051109,184.0,GCN,2,2,1005,25,92,2874757.0721529173,36676.049025765904,0.32924306,14.295629327398615,23.998238747103148,49.43333333333333,1041.0,0,Still,0.96,0.8109999999999999,pop,Shoo Be Doo Be Doo Da Day,Michael Jackson,happy-energetic,0.0,Afternoon,Cloudy,Mid HR,0.3598805783724278,0.722226272805111
256,10,629,1626952618,5,-0.09175,0.635,0.0470450974303967,0.5033825425052456,113.0,WD,3,0,1005,24,97,2874761.7000000007,36660.531001190786,0.9647526,-19.27103733926805,3.780836180294277,2.0,0.0,4,Lying,0.725,0.629,jazz,Act Nice And Gentle,The Black Keys,sad-melancholic,3.0,Evening,,Low HR,0.1387950974303967,-0.1316174574947544
257,10,820,1626957146,3,0.56925,0.247,0.6609836188970748,-0.0,358.0,GCN,3,0,1004,24,97,2874772.562665382,36706.86499291387,0.14870912,-18.604370672601384,5.926248110454596,0.9666666666666667,0.0,4,Lying,0.237,0.976,electronic,Riverside,Sidney Samson,tense-dark,2.0,Evening,,Low HR,0.09173361889707476,-0.247
258,10,195,1626959170,4,0.8445,0.0305,0.8726865573338604,0.0517496071734364,293.0,WD,3,0,1004,23,97,2874772.562665382,36706.86499291387,0.14870912,-19.52103733926805,3.8626056260278787,7.266666666666667,0.0,4,Lying,0.944,0.7390000000000001,pop,You're Gonna Miss,Ashanti,happy-energetic,0.0,Evening,,Low HR,0.02818655733386033,0.0212496071734364
259,11,529,1626600076,2,0.14075,-0.42525,0.0896470467701449,-0.4482352338507249,374.0,WD,2,2,1003,27,83,2874988.5000000005,36199.33224119089,0.0,-7.309191054012653,5.7110030253498865,0.6666666666666666,0.0,4,Lying,0.792,0.948,hip-hop,Where The Hood At,DMX,happy-energetic,0.0,Afternoon,Cloudy,Low HR,-0.051102953229855086,-0.022985233850724873
260,11,793,1626610654,2,0.13575,-0.32025,0.2253982890220788,-0.1229445212847702,236.0,Rand,3,2,1003,24,96,2874990.7000000007,36199.4435611906,0.0,-10.742524387345986,3.5109880428501947,3.566666666666667,0.0,2,Walking,0.0757,0.287,rock,Bala Bay Inn,Valley of the Giants,sad-melancholic,3.0,Evening,Cloudy,Low HR,0.0896482890220788,0.1973054787152298
261,11,843,1626621003,1,0.1845,-0.76075,0.0204907535474617,-0.7018083090005636,157.0,WD,3,1,1005,24,98,2874990.7000000007,36199.777521190554,0.0,-13.659191054012654,7.654501217511752,6.266666666666667,0.0,4,Lying,0.961,0.639,hip-hop,Mia,"DJ Khaled,Lil Wayne",calm-relaxed,1.0,Evening,Clear,Low HR,-0.16400924645253828,0.05894169099943647
262,11,576,1626656060,3,0.55325,-0.19975,0.4610419548178885,-0.4303058244966959,302.0,GCN,1,1,1005,24,98,2874992.4000000022,36199.88884119106,0.0,-8.292524387345988,6.443795465407014,1.4333333333333333,0.0,4,Lying,0.7929999999999999,0.354,other,Chapel Of Love,The Dixie Cups,calm-relaxed,1.0,Morning,Clear,Low HR,-0.09220804518211151,-0.2305558244966959
263,11,917,1626661514,3,0.602,0.24075,0.5276369038471389,0.2586957635367041,175.0,WD,1,0,1005,24,98,2875411.2000000007,35396.603721191095,0.20967497,-11.742524387345986,6.241861367679783,0.0,0.0,4,Lying,0.936,0.892,hip-hop,Tokyo Drift,Teriyaki Boyz,happy-energetic,0.0,Morning,,Low HR,-0.07436309615286107,0.0179457635367041
264,11,17,1626666983,3,0.7095,-0.38425,0.6736335228728038,0.2253982890220788,607.0,Rand,1,0,1005,25,97,2874613.7000000007,36678.89880119108,0.06610365,-11.559191054012652,4.8591551620512075,8.2,0.0,4,Lying,0.919,0.815,country,Can't Let Go,Lucinda Williams,happy-energetic,0.0,Morning,,Low HR,-0.03586647712719626,0.6096482890220788
265,11,427,1626675386,2,0.48925,0.3175,0.6326520157778803,-0.1408739306387992,238.0,WD,2,0,1005,28,79,2874630.2996309255,36671.46114749583,0.12877814,-0.7036354984571,5.710951683896693,9.766666666666667,0.0,0,Still,0.816,0.746,hip-hop,Industrial Revolution,Immortal Technique,happy-energetic,0.0,Afternoon,,Low HR,0.1434020157778803,-0.45837393063879917
266,11,720,1626739684,3,0.648,-0.22275,0.5865478202960914,-0.1972235028943188,289.0,Rand,1,0,1007,25,97,2874820.764228998,36243.63848003152,0.0,7.257475612654011,11.138072843480002,42.9,312.0,1,Act→Still,0.359,0.563,new age,Knocking On Forbidden Doors,Enigma,sad-melancholic,3.0,Morning,,Low HR,-0.061452179703908594,0.025526497105681195
267,11,401,1626744714,4,0.45075,-0.315,0.7684032580298141,-0.2894318938578966,245.0,GCN,1,0,1007,25,90,2875412.0,35394.82260119085,0.034965699999999995,4.657475612654011,11.20490963818986,56.9,374.0,0,Still,,,,,,unknown,,Morning,,Low HR,0.31765325802981415,0.02556810614210342
268,11,826,1626753463,3,0.7275,0.4355,0.6480200809384766,0.3893243174017725,190.0,Rand,1,0,1007,28,74,2875410.500000001,35404.95272119059,0.034965699999999995,1.4408089459873443,12.077308842986872,48.0,327.0,0,Still,0.922,0.883,rock,Lazy Jane,STEVE CAMP,happy-energetic,0.0,Morning,,Low HR,-0.07947991906152341,-0.04617568259822752
269,11,174,1626761195,2,0.4995,-0.26375,0.5097074944931099,-0.3073613032119257,520.0,WD,2,0,1006,28,79,2875439.200000001,35071.43800119103,0.31315303,10.040808945987347,10.24244527372176,43.3,154.0,0,Still,0.8590000000000001,0.53,jazz,Crossfire,23 Skidoo,calm-relaxed,1.0,Afternoon,,Mid HR,0.010207494493109925,-0.04361130321192569
270,11,987,1626766817,2,0.5225,-0.22275,0.3611495312740126,-0.4149377593360996,101.0,GCN,2,0,1006,29,71,2875439.200000001,35071.43800119103,0.31315303,1.4337914021276954,5.238819824031087,6.133333333333334,0.0,3,Missing,0.7759999999999999,0.67,pop,What's So Bad About Feeling Good,Wang Chung,happy-energetic,0.0,Afternoon,,Low HR,-0.16135046872598735,-0.1921877593360996
271,11,946,1626772135,1,0.25875,-0.4585,-0.0998924235438758,0.5353209364274372,349.0,Rand,2,0,1005,30,72,2875409.9000000013,35395.37920119103,0.31315303,-2.342524387345989,9.643650760992955,20.866666666666667,0.0,4,Lying,0.249,0.858,metal,Ride The Lightning,Metallica,tense-dark,2.0,Afternoon,,Low HR,-0.35864242354387577,0.9938209364274372
272,11,936,1626777486,4,0.625,0.397,0.6890015880334001,0.3765175964346089,526.0,GCN,2,0,1005,29,79,2874523.278197789,35356.537215295815,1.5039232,-7.292524387345988,3.160564295607142,0.5333333333333333,0.0,4,Lying,0.324,0.634,rock,Shine On,The Kooks,sad-melancholic,3.0,Afternoon,,Low HR,0.06400158803340006,-0.020482403565391105
273,11,928,1626787197,2,0.72225,0.63525,0.6608268019056401,0.4943394293325138,98.0,WD,3,2,1006,24,95,2874523.278197789,35356.537215295815,1.0039232,-15.375857720679319,1.8526257642120336,0.0,0.0,2,Walking,,,,,,unknown,,Evening,Cloudy,Low HR,-0.06142319809435981,-0.1409105706674862
274,11,820,1626793353,1,0.66075,-0.36875,0.7043696531939962,-0.1741714051534245,132.0,GCN,3,1,1006,24,97,2874993.6000000006,36199.666201190834,1.0039232,-16.10919105401265,7.931722525544009,2.433333333333333,0.0,4,Lying,0.237,0.976,electronic,Riverside,Sidney Samson,tense-dark,2.0,Evening,Clear,Low HR,0.0436196531939963,0.19457859484657553
275,11,716,1626830588,2,0.65825,-0.51225,0.5071461502996774,-0.2279596332155115,208.0,WD,1,1,1007,25,93,2874954.2000000007,36216.920801190776,0.0,-1.742524387345989,5.536846274429756,11.466666666666667,0.0,0,Still,0.903,0.605,other,Te Extraño,Xtreme,calm-relaxed,1.0,Morning,Clear,Low HR,-0.15110384970032265,0.2842903667844885
276,11,517,1626835639,3,0.32025,-0.36125,0.5353209364274372,0.2356436657958097,298.0,GCN,1,1,1007,27,85,2874954.2000000007,36216.920801190776,0.0,24.92414227932068,13.287532446565033,76.26666666666667,1352.0,2,Walking,0.8370000000000001,0.7340000000000001,country,Home For A Rest,Spirit of the West,happy-energetic,0.0,Morning,Clear,Mid HR,0.2150709364274372,0.5968936657958097
277,11,676,1626845938,4,0.38175,-0.36875,0.599354541263255,0.2253982890220788,637.0,Rand,2,1,1007,28,81,2874780.5067471447,36253.925694717516,0.007561816,-10.17585772067932,11.720589670414293,19.366666666666667,76.0,2,Walking,0.74,0.936,pop,My Happy Ending,Avril Lavigne,happy-energetic,0.0,Afternoon,Clear,Low HR,0.21760454126325507,0.5941482890220788
278,11,875,1626856117,4,-0.1690487167665591,0.6633881460990728,0.5225142154602737,-0.3022386148250602,282.0,GCN,2,2,1006,27,92,2875408.800000001,35392.03960119076,0.007561816,2.7708089459873446,11.573888235545082,19.3,33.0,4,Lying,0.148,0.297,alternative,Sullen Girl,Fiona Apple,sad-melancholic,3.0,Afternoon,Cloudy,Low HR,0.6915629322268327,-0.965626760924133
279,11,740,1626860480,1,0.643,-0.38675,0.3713949080477435,-0.0998924235438758,119.0,Rand,2,2,1005,27,92,2875408.800000001,35392.03960119076,0.007561816,3.7130311682095667,12.59677966881581,11.433333333333334,0.0,4,Lying,,,,,,unknown,,Afternoon,Cloudy,Low HR,-0.2716050919522565,0.2868575764561242
280,11,739,1626865429,2,0.6940000000000001,0.3355,0.6019158854566877,-0.3201680241790892,429.0,WD,3,2,1005,27,93,2874618.3000000003,36686.69120119118,0.040845823,10.953308945987345,6.750585965649917,0.0,0.0,2,Walking,0.411,0.0889,metal,Planet Caravan,Black Sabbath,sad-melancholic,3.0,Evening,Cloudy,Mid HR,-0.09208411454331233,-0.6556680241790892
281,11,513,1626911125,3,0.7555,0.28425,0.5839864761026587,0.2330823216023769,506.0,GCN,1,1,1005,24,98,2874990.600000001,36199.666201190834,0.0,-1.2758577206793227,11.879768048614793,42.766666666666666,273.0,1,Act→Still,,,,,,unknown,,Morning,Clear,Low HR,-0.1715135238973412,-0.051167678397623095
282,11,873,1626916799,1,0.4635,-0.21525,0.1664873725731264,0.2919932380513294,87.0,Rand,1,2,1006,25,97,2875409.2,35407.62440119096,0.0015819437,7.190808945987345,15.917984238659814,76.9,409.0,2,Walking,0.191,0.989,rock,Ty Cobb,Soundgarden,tense-dark,2.0,Morning,Cloudy,Low HR,-0.2970126274268736,0.5072432380513294
283,11,629,1626922321,3,0.4225,-0.3535,0.5327595922340045,-0.3662722196608781,294.0,WD,1,1,1006,25,95,2875409.6000000006,35403.839521191025,0.0015819437,6.9908089459873475,10.27726725458778,21.266666666666666,30.0,1,Act→Still,0.725,0.629,jazz,Act Nice And Gentle,The Black Keys,sad-melancholic,3.0,Morning,Clear,Low HR,0.1102595922340045,-0.012772219660878104
284,11,100,1626929386,5,0.36625,-0.69675,0.4636032990113212,-0.2894318938578966,122.0,GCN,2,1,1006,27,87,2874680.9390920703,36372.31691784718,0.1577401,5.007475612654011,6.294375796428638,15.866666666666667,0.0,4,Lying,0.604,0.371,pop,New Soul,Yael Naïm,sad-melancholic,3.0,Afternoon,Clear,Low HR,0.09735329901132117,0.4073181061421034
